Calico Sign Carver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales worksheet 2024 - Daily Sales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Sun,Mon,Tue,Wed,Thur,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Per Caps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016 Actual,#DIV/0!,0.0689,0.06436001,0.093711802,0,0,0.098020095,0.002053737,0.050223142,0.056613126,0.090523691,0.0921631,0.045685406,0.020417017,0.074825959,0.035157708,0.03135076,0.039556807,0.039592861,0.08618293,0.036726886,0.064294855,0.044693482,0.03414711,0.075214646,0.084449643,0.023930649,0.050885152,0.070535227,0.056039209,0,0.144121005,0.023595024,0.17866181,0.038100762,0.100805452,0.049359435,0.043697935,0.040744099,0.040825501,0.063653779,0.077444908,0.058730159,0.050890463,0.065025102,0.034082708,0.046660118,0.054992452,0.079312624,0.074777975,0.05216345,0.036623648,0.031652724,0.03839957,0.092395983,0.096049784,0.046000202,0.055692857,0.05297009,0.205239822,0.14833935,0.089517759,0.178365636,0.068007524,0.066816018,0.106537029,0.056999544,0.112936345,0.084371367,0.052037952,0.045113423,0.055588692,0.058962729,0.018407662,0.068971963,0.072832661,0.050220319,0.054320251,0.036911328,0.059349195,0.042304703,0.054446755,0.048771993,0.039092263,0.053662611,0.045392116,0.045173959,0.03344794,0.05589614,0.019192297,0.048185297,0.036747541,0.039044441,0.034858092,0.026900922,0.055806712,0.032404576,0.039231824,0.010134557,0.035966947,0.024082359,0.037860346,0.0304743,0.041018519,0.117351565,0.055016341,0.041962208,0.043645632,0.163133165,0.079811095,0.117786903,0.085091584,0.052538251,0.052434949,0.038249749,0.08982266,0.031130334,0.116909091,0.02035275,0.053340957,0.041146017,0.035666919,0.083387481,0.092855077,0.070805369,0.090843166,0.118197791,0.111429631,0.047865141,0.133868935,0.103968438,0.074880335,0.088989133,0.059368413,0.048466272,0.036782619,0.0370057,0.044523887,0.074385306,0.080918442,0.078091145,0.06286017,0.050139644,0.01246895,0.065647579,0.12454955,0.032160059,0.050306575,0.079062575,0.073258558,0.054722784,0.052779837,0.059177812,0.07432533,0.068665723,0.075647441,0.047797751,0.050213422,0.048398285,0.040278266,0.064425156,0.060267061,0.066780209,0.063754278,0.068872455,0.044660328,0.038109208,0.058332298,0.058386794,0.076820313,0.088640674,0.053782231,0.070915033,0.04627866,0.070007851,0.047649786,0.058742976,0.067948582,0.084857051,0.052905679,0.052373256,0.031047449,0.053211604,0.05129956,0.048754659,0.050565908,0.082298244,0.067472589,0.084211964,0.045032858,0.061498511,0.072820826,0.049334917,0.093470212,0.017644006,0.027740472,0.061941307,0.049671798,0.057384916,0.050961716,0.069150982,0.0467392,0.056946089,0.028954074,0.072223635,0.114902951,0.04888704,0.046900073,0.045389895,0.054135006,0.037792593,0.0592829,0.055731879,0.072899146,0.056140126,0.051309397,0.058255254,0.075024074,0.064610095,0.043479755,0.053622145,0.032983821,0.067318713,0.05085918,0.058034263,0.067410063,0.041657373,0.040868435,0.059698528,0.044497637,0.040194318,0.053635943,0.049178828,0.052345007,0.075068422,0.093794076,0.034779279,0.102643017,0.058176394,0.099263297,0.052483727,0.066021127,0.08163953,0.10364004,0.105678635,0.038750417,0.086939495,0.038852788,0.032944728,0.152126669,0.164768413,0.070772762,0.046061644,0.064011688,0.072987426,0.126346372,0.174507841,0.141230334,0.129224405,0.049459996,0.076427748,0.073536873,0.141440846,0.088543689,0.087420754,0.037513985,0.065717061,0.034899633,0.035963416,0.13957935,0.066006601,0.102867528,0.043385375,0.034715218,0.022233653,0.028129267,0.066295459,0.139080043,0.054582604,0.023805959,0.032882096,0.026874539,0.020984665,0.062088095,0.066601039,0.048462148,0.033868908,0.017113026,0.019264763,0.019851538,0.101619015,0.162035928,0.133699749,0.040383997,0.037910419,0.036357033,0.042229368,0.152714286,0.063664216,0.113927501,0.026599357,0.044542656,0.027773101,0.045326568,0.033850064,0.067702027,0.134493289,0.095884037,0.12196315,0.086915767,0.063452817,0.259797297,0.033826149,0.152820749,0.035674106,0.072241895,0.05368162,0.088638029,0.067739012,0.111769327,0.058083039,0.051458886,0.051325758,0.073580371,0.071911991,0.084939079,0.046661622,0.089260913,0.072709018,0.061509369,0.05074601,0.110166697,0.246855159,0.219068413,0.187593966,0.159575209,0.095574135,0.085375838,0.089462857,0.159952941,0.288888136,0.177164272,0.118189911,0.111655361,0.105456709,0.103728517,0.143214338,0.132567719,0.177698809,0.103827939,0.064701879,0.112493582,0.093445587,0.143207343,0.132841562,0.10261567,0.08204063,0.09206904,0.086702088,0,0.065144282,0.051349418,0.038668566,0.046624676,0.04656409,0.062779209,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 Budget,#DIV/0!,0.0697,0.06436,0.093712,0.09802,0.002053333,0.09802,0.002054074,0.050223077,0.056613333,0.090524,0.092165,0.045685,0.02042,0.074826154,0.035157561,0.031350698,0.039556818,0.039593333,0.086182222,0.0367275,0.064295,0.044693333,0.034147333,0.075214545,0.08445,0.02393,0.050886,0.070535455,0.056039167,0,0.14412,0.023596,0.178663333,0.0381,0.100805,0.049359444,0.043698182,0.040743333,0.040824,0.063653333,0.077445714,0.05873,0.050890556,0.065025455,0.0340825,0.04666,0.054993333,0.0793125,0.074778182,0.052163415,0.0366236,0.031652727,0.0384,0.092397143,0.096048571,0.046,0.055692857,0.05297,0.20524,0.14834,0.089516667,0.178366667,0.068008333,0.066816,0.106537143,0.057,0.112936,0.084372,0.052037895,0.045113103,0.055588636,0.058963077,0.018408333,0.068972308,0.072833333,0.05022,0.05432,0.036911364,0.059349032,0.042305333,0.05444625,0.0487725,0.0390925,0.0536625,0.045392174,0.045174118,0.033448421,0.055896471,0.019192222,0.048185556,0.036747692,0.039044545,0.034858235,0.026901429,0.055807143,0.032405,0.03923125,0.010134167,0.035967083,0.024082222,0.037860625,0.030474375,0.041018235,0.117351579,0.055016522,0.041962222,0.043645789,0.163133333,0.079811111,0.117786667,0.085091579,0.052538333,0.052435,0.03825,0.089822,0.031131111,0.11691,0.020353333,0.053341,0.041145926,0.035667,0.083388,0.092855,0.070805,0.090844,0.118198,0.111429565,0.047865,0.133868,0.103968,0.07488,0.088988333,0.059368462,0.048466154,0.036782308,0.037006154,0.044524286,0.074385882,0.08091875,0.078091429,0.06286,0.050139429,0.012469167,0.065647619,0.12455,0.03216,0.050306667,0.0790624,0.073258667,0.054722609,0.05278,0.0591775,0.074325217,0.068666,0.075647273,0.047797857,0.050213571,0.048398125,0.040278,0.064425,0.060267273,0.066780417,0.063754146,0.068872432,0.044660556,0.038109412,0.058332353,0.058386667,0.076820455,0.088640769,0.053782308,0.070915,0.046278667,0.070007879,0.04764973,0.058743182,0.067948571,0.084856923,0.052905385,0.052373333,0.031047273,0.053211579,0.051299583,0.048754545,0.050566,0.082298261,0.067472778,0.084212222,0.045033,0.061498571,0.072820976,0.049334667,0.09347,0.017644,0.027740571,0.061941053,0.049671923,0.057385,0.050961818,0.069150667,0.046739412,0.056945882,0.028953889,0.0722236,0.114902778,0.048886875,0.0469,0.045389697,0.054135,0.037792381,0.059283077,0.055732105,0.072899375,0.05614,0.051309412,0.058255263,0.075024211,0.06461,0.04348,0.053621935,0.032984138,0.067318571,0.05085931,0.058034375,0.067410196,0.041657576,0.040868,0.059698889,0.044497778,0.040194737,0.053636364,0.049178636,0.052344848,0.07506875,0.093794286,0.03478,0.102643333,0.058176364,0.099263333,0.052484,0.066021667,0.08164,0.10364,0.105677778,0.03875,0.086939512,0.038852881,0.032944737,0.152125714,0.16477,0.070773333,0.046061667,0.064011579,0.072987407,0.126345714,0.174506667,0.14123,0.129223333,0.04946,0.076427619,0.073536667,0.14144,0.088544,0.08742,0.035416364,0.062087647,0.033421569,0.035963125,0.13958,0.066005,0.102868,0.040756667,0.032646667,0.021439412,0.027628571,0.066295,0.13908,0.054582857,0.022866154,0.031483636,0.0262145,0.020475,0.062087778,0.066602,0.0484625,0.032772353,0.0165575,0.018921429,0.019506667,0.10162,0.162036,0.1337,0.03913125,0.036941071,0.035849032,0.041619245,0.152713333,0.063664,0.1139275,0.025730857,0.043318182,0.027350617,0.044477647,0.0328175,0.065675,0.134493333,0.095883333,0.121963077,0.086915714,0.063452941,0.259797143,0.033826667,0.15282,0.035673846,0.072241739,0.053681765,0.088638,0.06774,0.111768571,0.058082222,0.05146,0.051325789,0.0735805,0.071911765,0.084939375,0.046661714,0.089260625,0.072709,0.061509167,0.050746,0.110166429,0.246856,0.2190675,0.187593333,0.159575556,0.095574444,0.085375714,0.089462927,0.159952,0.288888,0.177164,0.11819,0.1116552,0.105456786,0.103728636,0.143214286,0.132567143,0.17769875,0.1038275,0.064701818,0.112493333,0.093445789,0.113058667,0.169877333,0.154967222,0.142151667,0,0.102063913,0.069631,0,0.071346349,0.079134815,0.075123333,0.063304516,0.075123611,0.063304533,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 Actual,#DIV/0!,0.0448,0 ,0.033799735,0.194853342,0.073346874,0.707891637,0.042696107,0.102393932,0.023110183,0.076376554,0.14872364,0.499312872,0,0.113234822,0.075469884,0.036274325,0.102237147,0.093928981,0.024806927,0.245305164,0,0.007854688,0,0,0.123550725,0.250436083,0.02428884,0.048992813,0.018765454,0.021627648,0,0.053487854,0.173167451,0,0.318828091,0.029194022,0.011891407,0,0,0.020491803,0.062815045,0.205743678,0.108509475,0.135831206,0.152020314,0.078740157,0.093254585,0.091888656,0,0.268976323,0.103760083,0,0,0.030147059,0.141604855,0.073753605,0.063606557,0.129356862,0.378552279,0.114855072,0.086071987,0.13317757,0.110878418,0.025409326,0.112339068,0.162767791,0.116802702,0.034508257,0.195433038,0.133824166,0.055417877,0.035668719,0.104458269,0.101844427,0.078238342,0.097466805,0.169774127,0.073203492,0.085473221,0.120523163,0.10037153,0.118062088,0.194014198,0.071069571,0.061183261,0.096079203,0.093623374,0.026170051,0.163794831,0.084854547,0.111214195,0.00770994,0.012442144,0.047034765,0.091564222,0.130046164,0.131068387,0.046777164,0.053508986,0.036303044,0.029118306,0.036409374,0.002941696,0.008196312,0.072601047,0.031062576,0.028383756,0.108410685,0.11309477,0.0293918,0.05080529,0.044478092,0.075176112,0.043646195,0.125047223,0.097621185,0.037578288,0.050505051,0.087823276,0.063445166,0.058781947,0.033975085,0.03,0.069519928,0.031108881,0.075943125,0.057384323,0.122851996,0.090972062,0.074936061,0.115998067,0.108712413,0.117351275,0.052771809,0.125865639,0.098492266,0.050332192,0.005534375,0.06741573,0.097339571,0.071737608,0.082815258,0.051351859,0.067816721,0.058196959,0.003711436,0.0887264,0.071489678,0.090445698,0.027041718,0.062235425,0.039202106,0.105450793,0.05292925,0.031730169,0.104822989,0.067643586,0.029469548,0.03038015,0.059081544,0.086303498,0.045336876,0.040591096,0.088477986,0.0321578,0.053119627,0.032912781,0.074515482,0.069466372,0.079450218,0.065885417,0.052494884,0.090702593,0.02954864,0.066759699,0.075906295,0.049771429,0.044555293,0.063868905,0.03532558,0.084167637,0.062484112,0.024538153,0.028211238,0.047979479,0.047968713,0.076758453,0.022371104,0.084000269,0.118213165,0.08686934,0.098987741,0.041337338,0.02241594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.867966607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attendance,,,"16,094 ","17,367 ","9,171 ","8,862 ","3,396 ","13,768 ","12,657 ","13,414 ","2,252 ","1,802 ","2,183 ",0 ,"6,226 ","20,803 ","21,172 ","22,037 ","4,365 ","4,273 ","1,704 ",0 ,"18,333 ",0 ,876 ,"2,760 ","4,013 ","4,570 ","9,879 ","22,648 ","17,940 ","6,923 ","4,487 ","2,974 ","2,646 ","2,321 ","14,318 ","8,914 ",0 ,872 ,"2,440 ","2,579 ","2,333 ","10,976 ","13,318 ","9,058 ","2,921 ","3,217 ","3,341 ",0 ,"5,744 ","15,372 ","14,785 ","3,336 ","4,080 ","4,449 ","9,708 ","18,300 ","6,857 ","1,865 ","2,760 ","3,195 ","3,424 ","8,595 ","24,125 ","8,777 ","4,061 ","3,553 ","4,057 ","4,861 ","6,927 ","23,404 ","18,027 ","7,716 ","7,482 ","9,650 ","10,619 ","12,175 ","22,335 ","16,356 ","8,181 ","4,791 ","4,252 ","9,297 ","11,341 ","20,790 ","17,777 ","9,378 ","9,209 ","9,982 ","11,997 ","17,246 ","28,794 ","20,093 ","9,780 ","9,436 ","10,181 ","11,391 ","16,290 ","24,594 ","22,505 ","14,733 ","15,106 ","16,997 ","20,009 ","16,997 ","28,845 ","20,857 ","14,113 ","12,715 ","14,732 ","15,274 ","21,134 ","28,533 ","25,890 ","5,294 ","4,456 ","4,790 ","4,356 ","11,136 ","25,723 ","18,390 ","4,415 ","3,600 ","4,416 ","3,986 ","12,167 ","23,665 ","14,432 ","4,331 ","3,910 ","4,138 ","5,188 ","14,120 ","23,270 ","14,007 ","5,107 ","4,967 ","8,131 ","7,832 ","14,321 ","24,269 ","13,029 ","10,652 ","10,956 ","10,327 ","12,933 ","18,326 ","26,885 ","31,389 ","22,077 ","13,465 ","14,438 ","10,659 ","18,742 ","24,015 ","15,903 ","14,399 ","14,761 ","12,574 ","15,047 ","21,239 ","29,358 ","21,384 ","16,603 ","16,730 ","16,284 ","14,584 ","17,956 ","19,002 ","11,932 ","15,360 ","12,706 ","12,767 ","17,835 ","17,915 ","22,923 ","17,500 ","11,828 ","12,510 ","16,079 ","17,180 ","19,669 ","24,900 ","26,018 ","23,781 ","25,058 ","14,018 ","17,165 ","14,869 ","19,431 ","15,460 ","11,746 ","12,652 ","15,257 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,327 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
